L,H,C,Tau,Intercept_mu,Intercept_k,H_bigger_Int,Intercept?
0.4,0.8,18,0.95,0.823345184326172,0.023491,0,1
0.4,0.8,20,0.05,0.835770949721336,0.021878,0,1
0.4,0.8,20,0.15,0.829792633652687,0.021376,0,1
0.4,0.8,20,0.25,0.828210905194283,0.021223,0,1
0.4,0.8,20,0.35,0.831787779927254,0.021768,0,1
0.4,0.8,20,0.45,0.828435450792313,0.021313,0,1
0.4,0.8,20,0.55,0.830666333436966,0.021654,0,1
0.4,0.8,20,0.65,0.830062240362167,0.021591,0,1
0.4,0.8,20,0.75,0.828622400760651,0.021418,0,1
0.4,0.8,20,0.85,0.828083395957947,0.021413,0,1
0.4,0.8,20,0.95,0.823723316192627,0.021139,0,1
0.5,0.8,2,0.05,0.874643683433533,0.177514,0,1
0.5,0.8,2,0.15,0.860987067222595,0.175894,0,1
0.5,0.8,2,0.25,0.857400894165039,0.175517,0,1
0.5,0.8,2,0.35,0.855374813079834,0.174932,0,1
0.5,0.8,2,0.45,0.854025363922119,0.174484,0,1
0.5,0.8,2,0.55,0.852482795715332,0.173416,0,1
0.5,0.8,2,0.65,0.850951671600342,0.172359,0,1
0.5,0.8,2,0.75,0.84865927696228,0.170569,0,1
0.5,0.8,2,0.85,.,.,.,0
0.5,0.8,4,0.05,0.866433680057526,0.090206,0,1
0.5,0.8,4,0.15,0.857157588005066,0.088447,0,1
0.5,0.8,4,0.25,0.855806946754456,0.088633,0,1
0.5,0.8,4,0.35,0.854121327400208,0.087966,0,1
0.5,0.8,4,0.45,0.854044675827026,0.088291,0,1
0.5,0.8,4,0.55,0.853364706039429,0.088106,0,1
0.5,0.8,4,0.65,0.852173805236816,0.087552,0,1
0.5,0.8,4,0.75,0.851321220397949,0.087403,0,1
0.5,0.8,4,0.85,0.848811864852905,0.086526,0,1
0.5,0.8,6,0.05,0.862287223339081,0.059838,0,1
0.5,0.8,6,0.15,0.857142508029938,0.059581,0,1
0.5,0.8,6,0.25,0.854211866855621,0.058673,0,1
0.5,0.8,6,0.35,0.853886246681213,0.058761,0,1
0.5,0.8,6,0.45,0.853317141532898,0.058645,0,1
0.5,0.8,6,0.55,0.85357940196991,0.058921,0,1
0.5,0.8,6,0.65,0.852596521377563,0.058585,0,1
0.5,0.8,6,0.75,0.852013349533081,0.058519,0,1
0.5,0.8,6,0.85,0.850465536117554,0.058216,0,1
0.5,0.8,6,0.95,.,.,.,0
0.5,0.8,8,0.05,0.859916538000107,0.044654,0,1
0.5,0.8,8,0.15,0.855462372303009,0.044299,0,1
0.5,0.8,8,0.25,0.855064451694489,0.044442,0,1
0.5,0.8,8,0.35,0.854792773723602,0.044483,0,1
0.5,0.8,8,0.45,0.854236721992493,0.044371,0,1
0.5,0.8,8,0.55,0.853306412696838,0.044104,0,1
0.5,0.8,8,0.65,0.852599263191223,0.043927,0,1
0.5,0.8,8,0.75,0.852647066116333,0.044077,0,1
0.5,0.8,8,0.85,0.851099491119385,0.043763,0,1
0.5,0.8,8,0.95,0.845144987106323,0.042895,0,1
0.5,0.8,10,0.05,0.860305100679398,0.036113,0,1
0.5,0.8,10,0.15,0.856379210948944,0.035809,0,1
0.5,0.8,10,0.25,0.854538261890411,0.035454,0,1
0.5,0.8,10,0.35,0.854046642780304,0.035397,0,1
0.5,0.8,10,0.45,0.854479253292084,0.035587,0,1
0.5,0.8,10,0.55,0.852762579917908,0.035124,0,1
0.5,0.8,10,0.65,0.852830290794373,0.035202,0,1
0.5,0.8,10,0.75,0.852258563041687,0.035113,0,1
0.5,0.8,10,0.85,0.851696968078613,0.035121,0,1
0.5,0.8,10,0.95,0.846932649612427,0.034565,0,1
0.5,0.8,12,0.05,0.856939882040024,0.02947,0,1
0.5,0.8,12,0.15,0.856252521276474,0.029866,0,1
0.5,0.8,12,0.25,0.854083478450775,0.029462,0,1
0.5,0.8,12,0.35,0.854213774204254,0.029556,0,1
0.5,0.8,12,0.45,0.854012429714203,0.029548,0,1
0.5,0.8,12,0.55,0.85282438993454,0.029287,0,1
0.5,0.8,12,0.65,0.852593541145325,0.029269,0,1
0.5,0.8,12,0.75,0.852823376655579,0.029386,0,1
0.5,0.8,12,0.85,0.852030515670776,0.02931,0,1
0.5,0.8,12,0.95,0.848085165023804,0.02893,0,1
0.5,0.8,14,0.05,0.858512371778488,0.025674,0,1
0.5,0.8,14,0.15,0.856193751096725,0.025621,0,1
0.5,0.8,14,0.25,0.852659732103348,0.024968,0,1
0.5,0.8,14,0.35,0.852664977312088,0.025013,0,1
0.5,0.8,14,0.45,0.853191912174225,0.025156,0,1
0.5,0.8,14,0.55,0.853488266468048,0.025246,0,1
0.5,0.8,14,0.65,0.852583706378937,0.025081,0,1
0.5,0.8,14,0.75,0.852716326713562,0.025153,0,1
0.5,0.8,14,0.85,0.852222204208374,0.025138,0,1
0.5,0.8,14,0.95,0.848862409591675,0.024863,0,1
0.5,0.8,16,0.05,0.854847341775894,0.021878,0,1
0.5,0.8,16,0.15,0.855022698640823,0.022225,0,1
0.5,0.8,16,0.25,0.853270262479782,0.021972,0,1
0.5,0.8,16,0.35,0.855473071336746,0.022417,0,1
0.5,0.8,16,0.45,0.852379709482193,0.021862,0,1
0.5,0.8,16,0.55,0.853555619716644,0.022103,0,1
0.5,0.8,16,0.65,0.852568328380585,0.02194,0,1
0.5,0.8,16,0.75,0.853582978248596,0.022165,0,1
0.5,0.8,16,0.85,0.852385282516479,0.022009,0,1
0.5,0.8,16,0.95,0.849579095840454,0.021825,0,1
0.5,0.8,18,0.05,0.857926413416862,0.01998,0,1
0.5,0.8,18,0.15,0.854459911584854,0.019678,0,1
0.5,0.8,18,0.25,0.85439857840538,0.019725,0,1
0.5,0.8,18,0.35,0.854811519384384,0.019821,0,1
0.5,0.8,18,0.45,0.853766232728958,0.019666,0,1
0.5,0.8,18,0.55,0.854822725057602,0.019858,0,1
0.5,0.8,18,0.65,0.852550566196442,0.019497,0,1
0.5,0.8,18,0.75,0.853454768657684,0.019675,0,1
0.5,0.8,18,0.85,0.852822184562683,0.019625,0,1
0.5,0.8,18,0.95,0.850002527236938,0.019424,0,1
0.5,0.8,20,0.05,0.858391985297203,0.018082,0,1
0.5,0.8,20,0.15,0.856213837862015,0.01798,0,1
0.5,0.8,20,0.25,0.852523416280746,0.017478,0,1
0.5,0.8,20,0.35,0.855027884244919,0.017874,0,1
0.5,0.8,20,0.45,0.85222926735878,0.01747,0,1
0.5,0.8,20,0.55,0.85309574007988,0.017613,0,1
0.5,0.8,20,0.65,0.853922188282013,0.017752,0,1
0.5,0.8,20,0.75,0.853320181369781,0.017683,0,1
0.5,0.8,20,0.85,0.853050589561462,0.017688,0,1
0.5,0.8,20,0.95,0.850429773330688,0.017513,0,1
0.6,0.8,2,0.05,0.891920447349548,0.141452,0,1
0.6,0.8,2,0.15,0.883282423019409,0.139387,0,1
0.6,0.8,2,0.25,0.881631135940552,0.139565,0,1
0.6,0.8,2,0.35,0.880562543869019,0.139237,0,1
0.6,0.8,2,0.45,0.879729509353638,0.138799,0,1
0.6,0.8,2,0.55,0.879024744033813,0.138394,0,1
0.6,0.8,2,0.65,0.878196954727173,0.137808,0,1
0.6,0.8,2,0.75,0.87703537940979,0.136954,0,1
0.6,0.8,2,0.85,0.874427556991577,0.134802,0,1
0.6,0.8,4,0.05,0.886818528175354,0.071226,0,1
0.6,0.8,4,0.15,0.881116986274719,0.069769,0,1
0.6,0.8,4,0.25,0.880455255508423,0.069908,0,1
0.6,0.8,4,0.35,0.879902124404907,0.069794,0,1
0.6,0.8,4,0.45,0.879417657852173,0.069625,0,1
0.6,0.8,4,0.55,0.879282236099243,0.069697,0,1
0.6,0.8,4,0.65,0.878667831420898,0.069404,0,1
0.6,0.8,4,0.75,0.878402948379517,0.069475,0,1
0.6,0.8,4,0.85,0.877013444900513,0.068944,0,1
0.6,0.8,4,0.95,.,.,.,0
0.6,0.8,6,0.05,0.884959042072296,0.047501,0,1
0.6,0.8,6,0.15,0.881118416786194,0.046846,0,1
0.6,0.8,6,0.25,0.880254149436951,0.046689,0,1
0.6,0.8,6,0.35,0.87949001789093,0.04643,0,1
0.6,0.8,6,0.45,0.87957501411438,0.046567,0,1
0.6,0.8,6,0.55,0.879008531570435,0.046349,0,1
0.6,0.8,6,0.65,0.878882646560669,0.04637,0,1
0.6,0.8,6,0.75,0.878543853759766,0.046318,0,1
0.6,0.8,6,0.85,0.877995252609253,0.046296,0,1
0.6,0.8,6,0.95,0.873794317245483,0.045394,0,1
0.6,0.8,8,0.05,0.882758438587189,0.035164,0,1
0.6,0.8,8,0.15,0.880354225635529,0.03496,0,1
0.6,0.8,8,0.25,0.879287838935852,0.034705,0,1
0.6,0.8,8,0.35,0.879204154014587,0.034748,0,1
0.6,0.8,8,0.45,0.879810214042664,0.035038,0,1
0.6,0.8,8,0.55,0.879912972450256,0.035124,0,1
0.6,0.8,8,0.65,0.879100561141968,0.034853,0,1
0.6,0.8,8,0.75,0.878943681716919,0.034864,0,1
0.6,0.8,8,0.85,0.878087043762207,0.034674,0,1
0.6,0.8,8,0.95,0.875299215316772,0.03432,0,1
0.6,0.8,10,0.05,0.883525550365448,0.028521,0,1
0.6,0.8,10,0.15,0.88082367181778,0.028168,0,1
0.6,0.8,10,0.25,0.879835903644562,0.027964,0,1
0.6,0.8,10,0.35,0.880616068840027,0.028258,0,1
0.6,0.8,10,0.45,0.879372954368591,0.027901,0,1
0.6,0.8,10,0.55,0.879404902458191,0.02794,0,1
0.6,0.8,10,0.65,0.879091382026672,0.027873,0,1
0.6,0.8,10,0.75,0.879003763198853,0.027892,0,1
0.6,0.8,10,0.85,0.87846851348877,0.02782,0,1
0.6,0.8,10,0.95,0.876126527786255,0.027558,0,1
0.6,0.8,12,0.05,0.883186399936676,0.023776,0,1
0.6,0.8,12,0.15,0.87916225194931,0.023074,0,1
0.6,0.8,12,0.25,0.880416095256805,0.02347,0,1
0.6,0.8,12,0.35,0.878740012645721,0.023066,0,1
0.6,0.8,12,0.45,0.880342185497284,0.023509,0,1
0.6,0.8,12,0.55,0.880038380622864,0.02345,0,1
0.6,0.8,12,0.65,0.879519581794739,0.023336,0,1
0.6,0.8,12,0.75,0.87873387336731,0.023161,0,1
0.6,0.8,12,0.85,0.87862491607666,0.023201,0,1
0.6,0.8,12,0.95,0.876783132553101,0.02305,0,1
0.6,0.8,14,0.05,0.881060749292374,0.01998,0,1
0.6,0.8,14,0.15,0.8786341547966,0.019678,0,1
0.6,0.8,14,0.25,0.878619968891144,0.019725,0,1
0.6,0.8,14,0.35,0.878940045833588,0.019821,0,1
0.6,0.8,14,0.45,0.880618870258331,0.020215,0,1
0.6,0.8,14,0.55,0.878966748714447,0.019858,0,1
0.6,0.8,14,0.65,0.878841042518616,0.019846,0,1
0.6,0.8,14,0.75,0.87907874584198,0.019924,0,1
0.6,0.8,14,0.85,0.878850698471069,0.019923,0,1
0.6,0.8,14,0.95,0.87707781791687,0.019767,0,1
0.6,0.8,16,0.05,0.879030495882034,0.017133,0,1
0.6,0.8,16,0.15,0.878130495548248,0.017131,0,1
0.6,0.8,16,0.25,0.879706084728241,0.017478,0,1
0.6,0.8,16,0.35,0.878321707248688,0.017225,0,1
0.6,0.8,16,0.45,0.87950187921524,0.01747,0,1
0.6,0.8,16,0.55,0.88017064332962,0.017613,0,1
0.6,0.8,16,0.65,0.879041790962219,0.017403,0,1
0.6,0.8,16,0.75,0.879104971885681,0.017434,0,1
0.6,0.8,16,0.85,0.878688097000122,0.01739,0,1
0.6,0.8,16,0.95,0.877368688583374,0.017317,0,1
0.6,0.8,18,0.05,0.87892159819603,0.015235,0,1
0.6,0.8,18,0.15,0.879267007112503,0.015433,0,1
0.6,0.8,18,0.25,0.877934902906418,0.015231,0,1
0.6,0.8,18,0.35,0.878121078014374,0.015278,0,1
0.6,0.8,18,0.45,0.878041803836823,0.015274,0,1
0.6,0.8,18,0.55,0.878528892993927,0.015368,0,1
0.6,0.8,18,0.65,0.880124509334564,0.015658,0,1
0.6,0.8,18,0.75,0.878811001777649,0.015442,0,1
0.6,0.8,18,0.85,0.878700494766235,0.015453,0,1
0.6,0.8,18,0.95,0.877588033676147,0.015406,0,1
0.6,0.8,20,0.05,0.88256898522377,0.014286,0,1
0.6,0.8,20,0.15,0.878242939710617,0.013735,0,1
0.6,0.8,20,0.25,0.878075033426285,0.013733,0,1
0.6,0.8,20,0.35,0.879570037126541,0.01398,0,1
0.6,0.8,20,0.45,0.880763828754425,0.014176,0,1
0.6,0.8,20,0.55,0.879730999469757,0.014021,0,1
0.6,0.8,20,0.65,0.878996908664703,0.013913,0,1
0.6,0.8,20,0.75,0.879143357276917,0.013948,0,1
0.6,0.8,20,0.85,0.879079580307007,0.013963,0,1
0.6,0.8,20,0.95,0.877837896347046,0.013887,0,1
0.7,0.8,2,0.05,0.912621736526489,0.104441,0,1
0.7,0.8,2,0.15,0.908860206604004,0.103729,0,1
0.7,0.8,2,0.25,0.908024787902832,0.103613,0,1
0.7,0.8,2,0.35,0.90761661529541,0.103542,0,1
0.7,0.8,2,0.45,0.907121181488037,0.103114,0,1
0.7,0.8,2,0.55,0.906811952590942,0.102923,0,1
0.7,0.8,2,0.65,0.906598806381226,0.102908,0,1
0.7,0.8,2,0.75,0.906123876571655,0.102592,0,1
0.7,0.8,2,0.85,0.905030012130737,0.101724,0,1
0.7,0.8,2,0.95,.,.,.,0
0.7,0.8,4,0.05,0.910073041915894,0.052246,0,1
0.7,0.8,4,0.15,0.908036470413208,0.05194,0,1
0.7,0.8,4,0.25,0.907661437988281,0.051932,0,1
0.7,0.8,4,0.35,0.907111167907715,0.051622,0,1
0.7,0.8,4,0.45,0.9068603515625,0.051508,0,1
0.7,0.8,4,0.55,0.907037734985352,0.051737,0,1
0.7,0.8,4,0.65,0.906771183013916,0.051605,0,1
0.7,0.8,4,0.75,0.906548023223877,0.051547,0,1
0.7,0.8,4,0.85,0.906009912490845,0.051362,0,1
0.7,0.8,4,0.95,.,.,.,0
0.7,0.8,6,0.05,0.90989100933075,0.035164,0,1
0.7,0.8,6,0.15,0.908378839492798,0.03496,0,1
0.7,0.8,6,0.25,0.907669305801392,0.034705,0,1
0.7,0.8,6,0.35,0.907631635665894,0.034748,0,1
0.7,0.8,6,0.45,0.907086372375488,0.034489,0,1
0.7,0.8,6,0.55,0.907356262207031,0.034675,0,1
0.7,0.8,6,0.65,0.906973838806152,0.034504,0,1
0.7,0.8,6,0.75,0.906623363494873,0.034366,0,1
0.7,0.8,6,0.85,0.906420469284058,0.034376,0,1
0.7,0.8,6,0.95,0.904811143875122,0.034075,0,1
0.7,0.8,8,0.05,0.907712340354919,0.025674,0,1
0.7,0.8,8,0.15,0.906785845756531,0.025621,0,1
0.7,0.8,8,0.25,0.906846284866333,0.025717,0,1
0.7,0.8,8,0.35,0.906630754470825,0.025662,0,1
0.7,0.8,8,0.45,0.906678915023804,0.025705,0,1
0.7,0.8,8,0.55,0.906605958938599,0.025695,0,1
0.7,0.8,8,0.65,0.906753540039062,0.025779,0,1
0.7,0.8,8,0.75,0.906962394714355,0.0259,0,1
0.7,0.8,8,0.85,0.906754016876221,0.025883,0,1
0.7,0.8,8,0.95,0.90538477897644,0.025647,0,1
0.7,0.8,10,0.05,0.908698678016663,0.020929,0,1
0.7,0.8,10,0.15,0.906805396080017,0.020527,0,1
0.7,0.8,10,0.25,0.906507611274719,0.020474,0,1
0.7,0.8,10,0.35,0.906430840492249,0.02047,0,1
0.7,0.8,10,0.45,0.907271146774292,0.020764,0,1
0.7,0.8,10,0.55,0.907207250595093,0.020756,0,1
0.7,0.8,10,0.65,0.906527519226074,0.020544,0,1
0.7,0.8,10,0.75,0.906844139099121,0.020671,0,1
0.7,0.8,10,0.85,0.906699657440186,0.020668,0,1
0.7,0.8,10,0.95,0.905703783035278,0.020551,0,1
0.7,0.8,12,0.05,0.907389998435974,0.017133,0,1
0.7,0.8,12,0.15,0.906848073005676,0.017131,0,1
0.7,0.8,12,0.25,0.90799343585968,0.017478,0,1
0.7,0.8,12,0.35,0.907018542289734,0.017225,0,1
0.7,0.8,12,0.45,0.907867789268494,0.01747,0,1
0.7,0.8,12,0.55,0.906729459762573,0.017164,0,1
0.7,0.8,12,0.65,0.90755295753479,0.017403,0,1
0.7,0.8,12,0.75,0.906715393066406,0.017185,0,1
0.7,0.8,12,0.85,0.90680456161499,0.017241,0,1
0.7,0.8,12,0.95,0.906005620956421,0.01717,0,1
0.7,0.8,14,0.05,0.909664213657379,0.015235,0,1
0.7,0.8,14,0.15,0.906391501426697,0.014584,0,1
0.7,0.8,14,0.25,0.905866980552673,0.014482,0,1
0.7,0.8,14,0.35,0.906439423561096,0.014629,0,1
0.7,0.8,14,0.45,0.906812071800232,0.014725,0,1
0.7,0.8,14,0.55,0.907600522041321,0.014919,0,1
0.7,0.8,14,0.65,0.906275033950806,0.014611,0,1
0.7,0.8,14,0.75,0.906583309173584,0.014695,0,1
0.7,0.8,14,0.85,0.90654182434082,0.014708,0,1
0.7,0.8,14,0.95,0.906124830245972,0.01472,0,1
0.7,0.8,16,0.05,0.909607112407684,0.013337,0,1
0.7,0.8,16,0.15,0.906973719596863,0.012886,0,1
0.7,0.8,16,0.25,0.90735924243927,0.012984,0,1
0.7,0.8,16,0.35,0.905864596366882,0.012682,0,1
0.7,0.8,16,0.45,0.907743334770203,0.013078,0,1
0.7,0.8,16,0.55,0.907933115959167,0.013123,0,1
0.7,0.8,16,0.65,0.906670808792114,0.012866,0,1
0.7,0.8,16,0.75,0.907042264938354,0.012952,0,1
0.7,0.8,16,0.85,0.906804084777832,0.01292,0,1
0.7,0.8,16,0.95,0.906331300735474,0.012907,0,1
0.7,0.8,18,0.05,0.907227456569672,0.011439,0,1
0.7,0.8,18,0.15,0.905506789684296,0.011188,0,1
0.7,0.8,18,0.25,0.907048761844635,0.011486,0,1
0.7,0.8,18,0.35,0.906459450721741,0.011384,0,1
0.7,0.8,18,0.45,0.906690001487732,0.011431,0,1
0.7,0.8,18,0.55,0.90610659122467,0.011327,0,1
0.7,0.8,18,0.65,0.906854510307312,0.01147,0,1
0.7,0.8,18,0.75,0.9067542552948,0.011458,0,1
0.7,0.8,18,0.85,0.906529426574707,0.01143,0,1
0.7,0.8,18,0.95,0.906205892562866,0.011437,0,1
0.7,0.8,20,0.05,0.908373773097992,0.01049,0,1
0.7,0.8,20,0.15,0.907120883464813,0.010339,0,1
0.7,0.8,20,0.25,0.904940187931061,0.009988,0,1
0.7,0.8,20,0.35,0.905498564243317,0.010086,0,1
0.7,0.8,20,0.45,0.906959652900696,0.010333,0,1
0.7,0.8,20,0.55,0.907516837120056,0.010429,0,1
0.7,0.8,20,0.65,0.907458662986755,0.010423,0,1
0.7,0.8,20,0.75,0.907659769058228,0.010462,0,1
0.7,0.8,20,0.85,0.907139778137207,0.010387,0,1
0.7,0.8,20,0.95,0.906354427337646,0.01031,0,1
